gender,indicator_name,country_name,year,mean_age
women,Mean age of women at first marriage,Czechia,2009,29.2
women,Mean age of women at first marriage,Czechia,2010,29.4
women,Mean age of women at first marriage,Czechia,2011,29.6
women,Mean age of women at first marriage,Czechia,2012,29.6
women,Mean age of women at first marriage,Czechia,2013,29.8
women,Mean age of women at first marriage,Czechia,2014,29.8
women,Mean age of women at first marriage,Czechia,2015,29.8
women,Mean age of women at first marriage,Czechia,2016,29.9
women,Mean age of women at first marriage,Czechia,2017,29.8
women,Mean age of women at first marriage,Czechia,2018,NA
women,Mean age of women at first marriage,Czechia,2019,NA
women,Mean age of women at first marriage,Czechia,2020,NA
women,Mean age of women at first marriage,Denmark,2005,31.5
women,Mean age of women at first marriage,Denmark,2006,31.6
women,Mean age of women at first marriage,Denmark,2007,31.9
women,Mean age of women at first marriage,Denmark,2008,32
women,Mean age of women at first marriage,Denmark,2009,31.6
women,Mean age of women at first marriage,Denmark,2010,31.7
women,Mean age of women at first marriage,Denmark,2011,31.9
women,Mean age of women at first marriage,Denmark,2012,32.2
women,Mean age of women at first marriage,Denmark,2013,32.2
women,Mean age of women at first marriage,Denmark,2014,32.2
women,Mean age of women at first marriage,Denmark,2015,32
women,Mean age of women at first marriage,Denmark,2016,32.2
women,Mean age of women at first marriage,Denmark,2017,32.4
women,Mean age of women at first marriage,Denmark,2018,32.5
women,Mean age of women at first marriage,Denmark,2019,32.7
women,Mean age of women at first marriage,Denmark,2020,32.9
women,Mean age of women at first marriage,Estonia,2005,26.3
women,Mean age of women at first marriage,Estonia,2006,26.5
women,Mean age of women at first marriage,Estonia,2007,27
women,Mean age of women at first marriage,Estonia,2008,27.2
women,Mean age of women at first marriage,Estonia,2009,27.6
women,Mean age of women at first marriage,Estonia,2010,27.9
women,Mean age of women at first marriage,Estonia,2011,28.2
women,Mean age of women at first marriage,Estonia,2012,28.6
women,Mean age of women at first marriage,Estonia,2013,28.4
women,Mean age of women at first marriage,Estonia,2014,28.7
women,Mean age of women at first marriage,Estonia,2015,29.2
women,Mean age of women at first marriage,Estonia,2016,29.5
women,Mean age of women at first marriage,Estonia,2017,29.8
women,Mean age of women at first marriage,Estonia,2018,29.6
women,Mean age of women at first marriage,Estonia,2019,30.4
women,Mean age of women at first marriage,Estonia,2020,NA
women,Mean age of women at first marriage,Finland,2005,29.7
women,Mean age of women at first marriage,Finland,2006,29.7
women,Mean age of women at first marriage,Finland,2007,29.9
women,Mean age of women at first marriage,Finland,2008,30.2
women,Mean age of women at first marriage,Finland,2009,30.2
women,Mean age of women at first marriage,Finland,2010,30.3
women,Mean age of women at first marriage,Finland,2011,30.6
women,Mean age of women at first marriage,Finland,2012,30.9
women,Mean age of women at first marriage,Finland,2013,30.6
women,Mean age of women at first marriage,Finland,2014,30.7
women,Mean age of women at first marriage,Finland,2015,31.2
women,Mean age of women at first marriage,Finland,2016,31.4
women,Mean age of women at first marriage,Finland,2017,31.7
women,Mean age of women at first marriage,Finland,2018,31.7
women,Mean age of women at first marriage,Finland,2019,32.1
women,Mean age of women at first marriage,Finland,2020,NA
women,Mean age of women at first marriage,France,2005,29.1
women,Mean age of women at first marriage,France,2006,29.2
women,Mean age of women at first marriage,France,2007,29.5
women,Mean age of women at first marriage,France,2008,29.6
women,Mean age of women at first marriage,France,2009,29.8
women,Mean age of women at first marriage,France,2010,30
women,Mean age of women at first marriage,France,2011,NA
women,Mean age of women at first marriage,France,2012,NA
women,Mean age of women at first marriage,France,2013,NA
women,Mean age of women at first marriage,France,2014,NA
women,Mean age of women at first marriage,France,2015,NA
women,Mean age of women at first marriage,France,2016,NA
women,Mean age of women at first marriage,France,2017,NA
women,Mean age of women at first marriage,France,2018,NA
women,Mean age of women at first marriage,France,2019,NA
women,Mean age of women at first marriage,France,2020,NA
women,Mean age of women at first marriage,Georgia,2005,25.6
women,Mean age of women at first marriage,Georgia,2006,25.4
women,Mean age of women at first marriage,Georgia,2007,25.5
women,Mean age of women at first marriage,Georgia,2008,25
women,Mean age of women at first marriage,Georgia,2009,25.2
women,Mean age of women at first marriage,Georgia,2010,25.8
women,Mean age of women at first marriage,Georgia,2011,25.9
women,Mean age of women at first marriage,Georgia,2012,26.5
women,Mean age of women at first marriage,Georgia,2013,26.8
women,Mean age of women at first marriage,Georgia,2014,26.6
women,Mean age of women at first marriage,Georgia,2015,27.1
women,Mean age of women at first marriage,Georgia,2016,27.2
women,Mean age of women at first marriage,Georgia,2017,27.4
women,Mean age of women at first marriage,Georgia,2018,27.7
women,Mean age of women at first marriage,Georgia,2019,28.1
women,Mean age of women at first marriage,Georgia,2020,NA
women,Mean age of women at first marriage,Germany,2005,29.6
women,Mean age of women at first marriage,Germany,2006,29.6
women,Mean age of women at first marriage,Germany,2007,29.8
women,Mean age of women at first marriage,Germany,2008,30
women,Mean age of women at first marriage,Germany,2009,30.2
women,Mean age of women at first marriage,Germany,2010,30.3
women,Mean age of women at first marriage,Germany,2011,30.5
women,Mean age of women at first marriage,Germany,2012,30.7
women,Mean age of women at first marriage,Germany,2013,30.9
women,Mean age of women at first marriage,Germany,2014,31
women,Mean age of women at first marriage,Germany,2015,31.2
women,Mean age of women at first marriage,Germany,2016,31.5
women,Mean age of women at first marriage,Germany,2017,31.7
women,Mean age of women at first marriage,Germany,2018,31.9
women,Mean age of women at first marriage,Germany,2019,32.1
women,Mean age of women at first marriage,Germany,2020,NA
women,Mean age of women at first marriage,Greece,2005,27.6
women,Mean age of women at first marriage,Greece,2006,27.9
women,Mean age of women at first marriage,Greece,2007,28.2
women,Mean age of women at first marriage,Greece,2008,28.4
women,Mean age of women at first marriage,Greece,2009,28.5
women,Mean age of women at first marriage,Greece,2010,28.9
women,Mean age of women at first marriage,Greece,2011,29
women,Mean age of women at first marriage,Greece,2012,29.2
women,Mean age of women at first marriage,Greece,2013,29.4
women,Mean age of women at first marriage,Greece,2014,29.6
women,Mean age of women at first marriage,Greece,2015,29.8
women,Mean age of women at first marriage,Greece,2016,29.9
women,Mean age of women at first marriage,Greece,2017,30.1
women,Mean age of women at first marriage,Greece,2018,NA
women,Mean age of women at first marriage,Greece,2019,NA
women,Mean age of women at first marriage,Greece,2020,NA
women,Mean age of women at first marriage,Hungary,2005,26.9
women,Mean age of women at first marriage,Hungary,2006,27.3
women,Mean age of women at first marriage,Hungary,2007,27.5
women,Mean age of women at first marriage,Hungary,2008,27.9
women,Mean age of women at first marriage,Hungary,2009,28.3
women,Mean age of women at first marriage,Hungary,2010,28.7
women,Mean age of women at first marriage,Hungary,2011,29.1
women,Mean age of women at first marriage,Hungary,2012,29.2
women,Mean age of women at first marriage,Hungary,2013,29.5
women,Mean age of women at first marriage,Hungary,2014,29.7
women,Mean age of women at first marriage,Hungary,2015,29.6
women,Mean age of women at first marriage,Hungary,2016,29.7
women,Mean age of women at first marriage,Hungary,2017,29.9
women,Mean age of women at first marriage,Hungary,2018,30.1
women,Mean age of women at first marriage,Hungary,2019,30.1
women,Mean age of women at first marriage,Hungary,2020,NA
women,Mean age of women at first marriage,Iceland,2005,31.2
women,Mean age of women at first marriage,Iceland,2006,31.6
women,Mean age of women at first marriage,Iceland,2007,31.7
women,Mean age of women at first marriage,Iceland,2008,31.9
women,Mean age of women at first marriage,Iceland,2009,31.5
women,Mean age of women at first marriage,Iceland,2010,32
women,Mean age of women at first marriage,Iceland,2011,32.7
women,Mean age of women at first marriage,Iceland,2012,NA
women,Mean age of women at first marriage,Iceland,2013,NA
women,Mean age of women at first marriage,Iceland,2014,NA
women,Mean age of women at first marriage,Iceland,2015,NA
women,Mean age of women at first marriage,Iceland,2016,NA
women,Mean age of women at first marriage,Iceland,2017,NA
women,Mean age of women at first marriage,Iceland,2018,NA
women,Mean age of women at first marriage,Iceland,2019,NA
women,Mean age of women at first marriage,Iceland,2020,NA
women,Mean age of women at first marriage,Ireland,2005,30.2
women,Mean age of women at first marriage,Ireland,2006,30.4
women,Mean age of women at first marriage,Ireland,2007,30.5
women,Mean age of women at first marriage,Ireland,2008,30.9
women,Mean age of women at first marriage,Ireland,2009,30.9
women,Mean age of women at first marriage,Ireland,2010,31.2
women,Mean age of women at first marriage,Ireland,2011,31.6
women,Mean age of women at first marriage,Ireland,2012,31.7
women,Mean age of women at first marriage,Ireland,2013,32
women,Mean age of women at first marriage,Ireland,2014,32.1
women,Mean age of women at first marriage,Ireland,2015,32.3
women,Mean age of women at first marriage,Ireland,2016,32.5
women,Mean age of women at first marriage,Ireland,2017,32.8
women,Mean age of women at first marriage,Ireland,2018,33
women,Mean age of women at first marriage,Ireland,2019,33.2
women,Mean age of women at first marriage,Ireland,2020,NA
women,Mean age of women at first marriage,Israel,2005,28.8
women,Mean age of women at first marriage,Israel,2006,28.9
women,Mean age of women at first marriage,Israel,2007,28.8
women,Mean age of women at first marriage,Israel,2008,28.7
women,Mean age of women at first marriage,Israel,2009,28.5
women,Mean age of women at first marriage,Israel,2010,28.4
women,Mean age of women at first marriage,Israel,2011,28.5
women,Mean age of women at first marriage,Israel,2012,28.5
women,Mean age of women at first marriage,Israel,2013,28.6
women,Mean age of women at first marriage,Israel,2014,28.5
women,Mean age of women at first marriage,Israel,2015,28.5
women,Mean age of women at first marriage,Israel,2016,28.5
women,Mean age of women at first marriage,Israel,2017,28.4
women,Mean age of women at first marriage,Israel,2018,28.2
women,Mean age of women at first marriage,Israel,2019,NA
women,Mean age of women at first marriage,Israel,2020,NA
women,Mean age of women at first marriage,Italy,2005,28.8
women,Mean age of women at first marriage,Italy,2006,29
women,Mean age of women at first marriage,Italy,2007,29.3
women,Mean age of women at first marriage,Italy,2008,29.4
women,Mean age of women at first marriage,Italy,2009,29.6
women,Mean age of women at first marriage,Italy,2010,29.9
women,Mean age of women at first marriage,Italy,2011,30.1
women,Mean age of women at first marriage,Italy,2012,30.2
women,Mean age of women at first marriage,Italy,2013,30.5
women,Mean age of women at first marriage,Italy,2014,30.7
women,Mean age of women at first marriage,Italy,2015,30.9
women,Mean age of women at first marriage,Italy,2016,31.1
women,Mean age of women at first marriage,Italy,2017,31.3
women,Mean age of women at first marriage,Italy,2018,31.5
women,Mean age of women at first marriage,Italy,2019,NA
women,Mean age of women at first marriage,Italy,2020,NA
women,Mean age of women at first marriage,Kazakhstan,2005,24.2
women,Mean age of women at first marriage,Kazakhstan,2006,24.2
women,Mean age of women at first marriage,Kazakhstan,2007,24.2
women,Mean age of women at first marriage,Kazakhstan,2008,24.1
women,Mean age of women at first marriage,Kazakhstan,2009,24.2
women,Mean age of women at first marriage,Kazakhstan,2010,24.3
women,Mean age of women at first marriage,Kazakhstan,2011,24.3
women,Mean age of women at first marriage,Kazakhstan,2012,24.4
women,Mean age of women at first marriage,Kazakhstan,2013,24.5
women,Mean age of women at first marriage,Kazakhstan,2014,24.6
women,Mean age of women at first marriage,Kazakhstan,2015,24.7
women,Mean age of women at first marriage,Kazakhstan,2016,24.8
women,Mean age of women at first marriage,Kazakhstan,2017,25
women,Mean age of women at first marriage,Kazakhstan,2018,25
women,Mean age of women at first marriage,Kazakhstan,2019,25
women,Mean age of women at first marriage,Kazakhstan,2020,NA
women,Mean age of women at first marriage,Kyrgyzstan,2005,23.2
women,Mean age of women at first marriage,Kyrgyzstan,2006,23.4
women,Mean age of women at first marriage,Kyrgyzstan,2007,23.4
women,Mean age of women at first marriage,Kyrgyzstan,2008,23.4
women,Mean age of women at first marriage,Kyrgyzstan,2009,23.4
women,Mean age of women at first marriage,Kyrgyzstan,2010,23.5
women,Mean age of women at first marriage,Kyrgyzstan,2011,23.4
women,Mean age of women at first marriage,Kyrgyzstan,2012,23.4
women,Mean age of women at first marriage,Kyrgyzstan,2013,23.4
women,Mean age of women at first marriage,Kyrgyzstan,2014,23.4
women,Mean age of women at first marriage,Kyrgyzstan,2015,23.6
women,Mean age of women at first marriage,Kyrgyzstan,2016,23.6
women,Mean age of women at first marriage,Kyrgyzstan,2017,23.7
women,Mean age of women at first marriage,Kyrgyzstan,2018,23.6
women,Mean age of women at first marriage,Kyrgyzstan,2019,23.6
women,Mean age of women at first marriage,Kyrgyzstan,2020,NA
women,Mean age of women at first marriage,Latvia,2005,25.5
women,Mean age of women at first marriage,Latvia,2006,25.8
women,Mean age of women at first marriage,Latvia,2007,25.9
women,Mean age of women at first marriage,Latvia,2008,26.2
women,Mean age of women at first marriage,Latvia,2009,26.6
women,Mean age of women at first marriage,Latvia,2010,26.9
women,Mean age of women at first marriage,Latvia,2011,27.2
women,Mean age of women at first marriage,Latvia,2012,27.5
women,Mean age of women at first marriage,Latvia,2013,28
women,Mean age of women at first marriage,Latvia,2014,28.4
women,Mean age of women at first marriage,Latvia,2015,28.7
women,Mean age of women at first marriage,Latvia,2016,29.2
women,Mean age of women at first marriage,Latvia,2017,29.5
women,Mean age of women at first marriage,Latvia,2018,30
women,Mean age of women at first marriage,Latvia,2019,30.6
women,Mean age of women at first marriage,Latvia,2020,NA
women,Mean age of women at first marriage,Liechtenstein,2005,30
women,Mean age of women at first marriage,Liechtenstein,2006,29.3
women,Mean age of women at first marriage,Liechtenstein,2007,30
women,Mean age of women at first marriage,Liechtenstein,2008,29.8
women,Mean age of women at first marriage,Liechtenstein,2009,29.8
women,Mean age of women at first marriage,Liechtenstein,2010,30.1
women,Mean age of women at first marriage,Liechtenstein,2011,30.8
women,Mean age of women at first marriage,Liechtenstein,2012,31.5
women,Mean age of women at first marriage,Liechtenstein,2013,30
women,Mean age of women at first marriage,Liechtenstein,2014,30.7
women,Mean age of women at first marriage,Liechtenstein,2015,31.4
women,Mean age of women at first marriage,Liechtenstein,2016,30.3
women,Mean age of women at first marriage,Liechtenstein,2017,30.4
women,Mean age of women at first marriage,Liechtenstein,2018,30.4
women,Mean age of women at first marriage,Liechtenstein,2019,31.2
women,Mean age of women at first marriage,Liechtenstein,2020,30.8
women,Mean age of women at first marriage,Lithuania,2005,24.9
women,Mean age of women at first marriage,Lithuania,2006,25.1
women,Mean age of women at first marriage,Lithuania,2007,25.5
women,Mean age of women at first marriage,Lithuania,2008,25.7
women,Mean age of women at first marriage,Lithuania,2009,26.2
women,Mean age of women at first marriage,Lithuania,2010,26.3
women,Mean age of women at first marriage,Lithuania,2011,26.6
women,Mean age of women at first marriage,Lithuania,2012,26.7
women,Mean age of women at first marriage,Lithuania,2013,27
women,Mean age of women at first marriage,Lithuania,2014,27.2
women,Mean age of women at first marriage,Lithuania,2015,27.4
women,Mean age of women at first marriage,Lithuania,2016,27.7
women,Mean age of women at first marriage,Lithuania,2017,27.8
women,Mean age of women at first marriage,Lithuania,2018,28
women,Mean age of women at first marriage,Lithuania,2019,28.3
women,Mean age of women at first marriage,Lithuania,2020,NA
women,Mean age of women at first marriage,Luxembourg,2005,28.9
women,Mean age of women at first marriage,Luxembourg,2006,29.4
women,Mean age of women at first marriage,Luxembourg,2007,29.6
women,Mean age of women at first marriage,Luxembourg,2008,29.8
women,Mean age of women at first marriage,Luxembourg,2009,29.7
women,Mean age of women at first marriage,Luxembourg,2010,30.2
women,Mean age of women at first marriage,Luxembourg,2011,30.3
women,Mean age of women at first marriage,Luxembourg,2012,30.3
women,Mean age of women at first marriage,Luxembourg,2013,30.1
women,Mean age of women at first marriage,Luxembourg,2014,30.7
women,Mean age of women at first marriage,Luxembourg,2015,32
women,Mean age of women at first marriage,Luxembourg,2016,31.4
women,Mean age of women at first marriage,Luxembourg,2017,31.3
women,Mean age of women at first marriage,Luxembourg,2018,32.4
women,Mean age of women at first marriage,Luxembourg,2019,31.8
women,Mean age of women at first marriage,Luxembourg,2020,NA
women,Mean age of women at first marriage,Malta,2005,NA
women,Mean age of women at first marriage,Malta,2006,26.4
women,Mean age of women at first marriage,Malta,2007,26.8
women,Mean age of women at first marriage,Malta,2008,27.5
women,Mean age of women at first marriage,Malta,2009,28
women,Mean age of women at first marriage,Malta,2010,27.9
women,Mean age of women at first marriage,Malta,2011,28.5
women,Mean age of women at first marriage,Malta,2012,NA
women,Mean age of women at first marriage,Malta,2013,NA
women,Mean age of women at first marriage,Malta,2014,NA
women,Mean age of women at first marriage,Malta,2015,NA
women,Mean age of women at first marriage,Malta,2016,NA
women,Mean age of women at first marriage,Malta,2017,NA
women,Mean age of women at first marriage,Malta,2018,NA
women,Mean age of women at first marriage,Malta,2019,NA
women,Mean age of women at first marriage,Malta,2020,NA
women,Mean age of women at first marriage,Montenegro,2005,26.2
women,Mean age of women at first marriage,Montenegro,2006,26.2
women,Mean age of women at first marriage,Montenegro,2007,26
women,Mean age of women at first marriage,Montenegro,2008,25.9
women,Mean age of women at first marriage,Montenegro,2009,26.4
women,Mean age of women at first marriage,Montenegro,2010,26.7
women,Mean age of women at first marriage,Montenegro,2011,27.1
women,Mean age of women at first marriage,Montenegro,2012,27.4
women,Mean age of women at first marriage,Montenegro,2013,27.6
women,Mean age of women at first marriage,Montenegro,2014,27.5
women,Mean age of women at first marriage,Montenegro,2015,27.7
women,Mean age of women at first marriage,Montenegro,2016,28.5
women,Mean age of women at first marriage,Montenegro,2017,28
women,Mean age of women at first marriage,Montenegro,2018,28.1
women,Mean age of women at first marriage,Montenegro,2019,28
women,Mean age of women at first marriage,Montenegro,2020,NA
women,Mean age of women at first marriage,Netherlands,2005,28.8
women,Mean age of women at first marriage,Netherlands,2006,28.9
women,Mean age of women at first marriage,Netherlands,2007,29.1
women,Mean age of women at first marriage,Netherlands,2008,29.3
women,Mean age of women at first marriage,Netherlands,2009,29.3
women,Mean age of women at first marriage,Netherlands,2010,29.3
women,Mean age of women at first marriage,Netherlands,2011,29.5
women,Mean age of women at first marriage,Netherlands,2012,29.6
women,Mean age of women at first marriage,Netherlands,2013,29.7
women,Mean age of women at first marriage,Netherlands,2014,29.8
women,Mean age of women at first marriage,Netherlands,2015,30.1
women,Mean age of women at first marriage,Netherlands,2016,30.3
women,Mean age of women at first marriage,Netherlands,2017,30.5
women,Mean age of women at first marriage,Netherlands,2018,30.7
women,Mean age of women at first marriage,Netherlands,2019,30.9
women,Mean age of women at first marriage,Netherlands,2020,NA
women,Mean age of women at first marriage,North Macedonia,2005,24.5
women,Mean age of women at first marriage,North Macedonia,2006,24.5
women,Mean age of women at first marriage,North Macedonia,2007,24.7
women,Mean age of women at first marriage,North Macedonia,2008,24.7
women,Mean age of women at first marriage,North Macedonia,2009,25
women,Mean age of women at first marriage,North Macedonia,2010,25.2
women,Mean age of women at first marriage,North Macedonia,2011,25.4
women,Mean age of women at first marriage,North Macedonia,2012,25.6
women,Mean age of women at first marriage,North Macedonia,2013,25.8
women,Mean age of women at first marriage,North Macedonia,2014,26
women,Mean age of women at first marriage,North Macedonia,2015,26.2
women,Mean age of women at first marriage,North Macedonia,2016,26.5
women,Mean age of women at first marriage,North Macedonia,2017,26.6
women,Mean age of women at first marriage,North Macedonia,2018,26.9
women,Mean age of women at first marriage,North Macedonia,2019,26.9
women,Mean age of women at first marriage,North Macedonia,2020,NA
women,Mean age of women at first marriage,Norway,2005,30.8
women,Mean age of women at first marriage,Norway,2006,30.8
women,Mean age of women at first marriage,Norway,2007,30.9
women,Mean age of women at first marriage,Norway,2008,31.1
women,Mean age of women at first marriage,Norway,2009,30.9
women,Mean age of women at first marriage,Norway,2010,31
women,Mean age of women at first marriage,Norway,2011,31.3
women,Mean age of women at first marriage,Norway,2012,31.4
women,Mean age of women at first marriage,Norway,2013,31.6
women,Mean age of women at first marriage,Norway,2014,31.8
women,Mean age of women at first marriage,Norway,2015,31.9
women,Mean age of women at first marriage,Norway,2016,32
women,Mean age of women at first marriage,Norway,2017,32.4
women,Mean age of women at first marriage,Norway,2018,32.5
women,Mean age of women at first marriage,Norway,2019,33
women,Mean age of women at first marriage,Norway,2020,NA
women,Mean age of women at first marriage,Poland,2005,24.4
women,Mean age of women at first marriage,Poland,2006,24.6
women,Mean age of women at first marriage,Poland,2007,24.8
women,Mean age of women at first marriage,Poland,2008,25
women,Mean age of women at first marriage,Poland,2009,25.2
women,Mean age of women at first marriage,Poland,2010,25.4
women,Mean age of women at first marriage,Poland,2011,25.6
women,Mean age of women at first marriage,Poland,2012,25.7
women,Mean age of women at first marriage,Poland,2013,25.9
women,Mean age of women at first marriage,Poland,2014,26
women,Mean age of women at first marriage,Poland,2015,26.2
women,Mean age of women at first marriage,Poland,2016,26.4
women,Mean age of women at first marriage,Poland,2017,26.6
women,Mean age of women at first marriage,Poland,2018,26.8
women,Mean age of women at first marriage,Poland,2019,27
women,Mean age of women at first marriage,Poland,2020,NA
women,Mean age of women at first marriage,Portugal,2005,27.3
women,Mean age of women at first marriage,Portugal,2006,27.5
women,Mean age of women at first marriage,Portugal,2007,27.8
women,Mean age of women at first marriage,Portugal,2008,28.1
women,Mean age of women at first marriage,Portugal,2009,28.6
women,Mean age of women at first marriage,Portugal,2010,29.2
women,Mean age of women at first marriage,Portugal,2011,29.5
women,Mean age of women at first marriage,Portugal,2012,29.9
women,Mean age of women at first marriage,Portugal,2013,30.2
women,Mean age of women at first marriage,Portugal,2014,30.6
women,Mean age of women at first marriage,Portugal,2015,31
women,Mean age of women at first marriage,Portugal,2016,31.3
women,Mean age of women at first marriage,Portugal,2017,31.6
women,Mean age of women at first marriage,Portugal,2018,32.1
women,Mean age of women at first marriage,Portugal,2019,32.4
women,Mean age of women at first marriage,Portugal,2020,NA
women,Mean age of women at first marriage,Republic of Moldova,2005,22.5
women,Mean age of women at first marriage,Republic of Moldova,2006,22.6
women,Mean age of women at first marriage,Republic of Moldova,2007,22.8
women,Mean age of women at first marriage,Republic of Moldova,2008,23
women,Mean age of women at first marriage,Republic of Moldova,2009,23
women,Mean age of women at first marriage,Republic of Moldova,2010,23
women,Mean age of women at first marriage,Republic of Moldova,2011,23
women,Mean age of women at first marriage,Republic of Moldova,2012,23
women,Mean age of women at first marriage,Republic of Moldova,2013,24
women,Mean age of women at first marriage,Republic of Moldova,2014,24
women,Mean age of women at first marriage,Republic of Moldova,2015,25.4
women,Mean age of women at first marriage,Republic of Moldova,2016,25.6
women,Mean age of women at first marriage,Republic of Moldova,2017,25.7
women,Mean age of women at first marriage,Republic of Moldova,2018,25.8
women,Mean age of women at first marriage,Republic of Moldova,2019,26
women,Mean age of women at first marriage,Republic of Moldova,2020,NA
women,Mean age of women at first marriage,Romania,2005,25.2
women,Mean age of women at first marriage,Romania,2006,25.3
women,Mean age of women at first marriage,Romania,2007,26.3
women,Mean age of women at first marriage,Romania,2008,25.9
women,Mean age of women at first marriage,Romania,2009,25.8
women,Mean age of women at first marriage,Romania,2010,26
women,Mean age of women at first marriage,Romania,2011,26.2
women,Mean age of women at first marriage,Romania,2012,26.4
women,Mean age of women at first marriage,Romania,2013,26.7
women,Mean age of women at first marriage,Romania,2014,27.3
women,Mean age of women at first marriage,Romania,2015,27.4
women,Mean age of women at first marriage,Romania,2016,27.6
women,Mean age of women at first marriage,Romania,2017,28.2
women,Mean age of women at first marriage,Romania,2018,28.7
women,Mean age of women at first marriage,Romania,2019,28.3
women,Mean age of women at first marriage,Romania,2020,NA
women,Mean age of women at first marriage,Russian Federation,2005,NA
women,Mean age of women at first marriage,Russian Federation,2006,NA
women,Mean age of women at first marriage,Russian Federation,2007,NA
women,Mean age of women at first marriage,Russian Federation,2008,NA
women,Mean age of women at first marriage,Russian Federation,2009,NA
women,Mean age of women at first marriage,Russian Federation,2010,NA
women,Mean age of women at first marriage,Russian Federation,2011,25.3
women,Mean age of women at first marriage,Russian Federation,2012,25.4
women,Mean age of women at first marriage,Russian Federation,2013,25.5
women,Mean age of women at first marriage,Russian Federation,2014,NA
women,Mean age of women at first marriage,Russian Federation,2015,NA
women,Mean age of women at first marriage,Russian Federation,2016,NA
women,Mean age of women at first marriage,Russian Federation,2017,NA
women,Mean age of women at first marriage,Russian Federation,2018,NA
women,Mean age of women at first marriage,Russian Federation,2019,NA
women,Mean age of women at first marriage,Russian Federation,2020,NA
women,Mean age of women at first marriage,Serbia,2005,25.8
women,Mean age of women at first marriage,Serbia,2006,26
women,Mean age of women at first marriage,Serbia,2007,26.3
women,Mean age of women at first marriage,Serbia,2008,26.6
women,Mean age of women at first marriage,Serbia,2009,26.9
women,Mean age of women at first marriage,Serbia,2010,27.1
women,Mean age of women at first marriage,Serbia,2011,27.4
women,Mean age of women at first marriage,Serbia,2012,27.5
women,Mean age of women at first marriage,Serbia,2013,27.5
women,Mean age of women at first marriage,Serbia,2014,27.9
women,Mean age of women at first marriage,Serbia,2015,28
women,Mean age of women at first marriage,Serbia,2016,28.2
women,Mean age of women at first marriage,Serbia,2017,28.3
women,Mean age of women at first marriage,Serbia,2018,28.5
women,Mean age of women at first marriage,Serbia,2019,28.6
women,Mean age of women at first marriage,Serbia,2020,NA
women,Mean age of women at first marriage,Slovakia,2005,25.9
women,Mean age of women at first marriage,Slovakia,2006,26.2
women,Mean age of women at first marriage,Slovakia,2007,26.5
women,Mean age of women at first marriage,Slovakia,2008,26.7
women,Mean age of women at first marriage,Slovakia,2009,27
women,Mean age of women at first marriage,Slovakia,2010,27.3
women,Mean age of women at first marriage,Slovakia,2011,27.7
women,Mean age of women at first marriage,Slovakia,2012,27.9
women,Mean age of women at first marriage,Slovakia,2013,28.1
women,Mean age of women at first marriage,Slovakia,2014,28.4
women,Mean age of women at first marriage,Slovakia,2015,28.6
women,Mean age of women at first marriage,Slovakia,2016,28.8
women,Mean age of women at first marriage,Slovakia,2017,29.1
women,Mean age of women at first marriage,Slovakia,2018,29.3
women,Mean age of women at first marriage,Slovakia,2019,29.4
women,Mean age of women at first marriage,Slovakia,2020,NA
women,Mean age of women at first marriage,Slovenia,2005,28.2
women,Mean age of women at first marriage,Slovenia,2006,28.1
women,Mean age of women at first marriage,Slovenia,2007,28.3
women,Mean age of women at first marriage,Slovenia,2008,28.4
women,Mean age of women at first marriage,Slovenia,2009,28.3
women,Mean age of women at first marriage,Slovenia,2010,28.6
women,Mean age of women at first marriage,Slovenia,2011,29.1
women,Mean age of women at first marriage,Slovenia,2012,29.2
women,Mean age of women at first marriage,Slovenia,2013,29.2
women,Mean age of women at first marriage,Slovenia,2014,29.4
women,Mean age of women at first marriage,Slovenia,2015,29.7
women,Mean age of women at first marriage,Slovenia,2016,30
women,Mean age of women at first marriage,Slovenia,2017,30.1
women,Mean age of women at first marriage,Slovenia,2018,30.5
women,Mean age of women at first marriage,Slovenia,2019,30.7
women,Mean age of women at first marriage,Slovenia,2020,NA
women,Mean age of women at first marriage,Spain,2005,29.3
women,Mean age of women at first marriage,Spain,2006,29.6
women,Mean age of women at first marriage,Spain,2007,29.8
women,Mean age of women at first marriage,Spain,2008,30.1
women,Mean age of women at first marriage,Spain,2009,30.4
women,Mean age of women at first marriage,Spain,2010,30.9
women,Mean age of women at first marriage,Spain,2011,31.3
women,Mean age of women at first marriage,Spain,2012,31.5
women,Mean age of women at first marriage,Spain,2013,32
women,Mean age of women at first marriage,Spain,2014,32.1
women,Mean age of women at first marriage,Spain,2015,32.5
women,Mean age of women at first marriage,Spain,2016,32.7
women,Mean age of women at first marriage,Spain,2017,33
women,Mean age of women at first marriage,Spain,2018,33.2
women,Mean age of women at first marriage,Spain,2019,33.6
women,Mean age of women at first marriage,Spain,2020,NA
women,Mean age of women at first marriage,Sweden,2005,32
women,Mean age of women at first marriage,Sweden,2006,31.9
women,Mean age of women at first marriage,Sweden,2007,32.2
women,Mean age of women at first marriage,Sweden,2008,32.5
women,Mean age of women at first marriage,Sweden,2009,32.5
women,Mean age of women at first marriage,Sweden,2010,32.9
women,Mean age of women at first marriage,Sweden,2011,33.1
women,Mean age of women at first marriage,Sweden,2012,33.4
women,Mean age of women at first marriage,Sweden,2013,33
women,Mean age of women at first marriage,Sweden,2014,33.2
women,Mean age of women at first marriage,Sweden,2015,33.5
women,Mean age of women at first marriage,Sweden,2016,33.6
